Date,Open,High,Low,Close,Adj Close,Volume
2021-06-03,245.220001,246.339996,243.000000,245.710007,242.520218,25307700
2021-06-04,247.759995,251.649994,247.509995,250.789993,247.534241,25281100
2021-06-07,249.979996,254.089996,249.809998,253.809998,250.515045,23079200
2021-06-08,255.160004,256.010010,252.509995,252.570007,249.291153,22455000
2021-06-09,253.809998,255.529999,253.210007,253.589996,250.297913,17937600
2021-06-10,254.289993,257.459991,253.669998,257.239990,253.900528,24563600
2021-06-11,257.989990,258.489990,256.609985,257.890015,254.542130,18999700
2021-06-14,257.899994,259.950012,256.799988,259.890015,256.516113,19150500
2021-06-15,259.769989,259.989990,257.679993,258.359985,255.005981,18038900
2021-06-16,259.399994,260.579987,254.419998,257.380005,254.038696,27220000
2021-06-17,256.070007,261.750000,256.010010,260.899994,257.513000,27565500
2021-06-18,259.630005,262.299988,258.750000,259.429993,256.062073,37202200
2021-06-21,259.820007,263.519989,257.920013,262.630005,259.220551,26696100
2021-06-22,262.720001,265.790009,262.399994,265.510010,262.063171,24694100
2021-06-23,265.989990,266.829987,264.429993,265.269989,261.826294,19518700
2021-06-24,266.160004,267.850006,265.470001,266.690002,263.227844,21446900
2021-06-25,266.230011,267.250000,264.760010,265.019989,261.579529,25611100
2021-06-28,266.190002,268.899994,265.910004,268.720001,265.231476,19590000
2021-06-29,268.869995,271.649994,267.980011,271.399994,267.876709,19937800
2021-06-30,270.690002,271.359985,269.600006,270.899994,267.383179,21656500
2021-07-01,269.609985,271.839996,269.600006,271.600006,268.074127,16725300
2021-07-02,272.820007,278.000000,272.500000,277.649994,274.045532,26458000
2021-07-06,278.029999,279.369995,274.299988,277.660004,274.055420,31565600
2021-07-07,279.399994,280.690002,277.149994,279.929993,276.295929,23260000
2021-07-08,276.899994,278.730011,274.869995,277.420013,273.818573,24618600
2021-07-09,275.720001,278.049988,275.320007,277.940002,274.331818,23916700
2021-07-12,279.160004,279.769989,276.579987,277.320007,273.719849,18931700
2021-07-13,277.519989,282.850006,277.390015,280.980011,277.332336,26120100
2021-07-14,282.350006,283.660004,280.549988,282.510010,278.842468,23113700
2021-07-15,282.000000,282.510010,279.829987,281.029999,277.381683,22604200
2021-07-16,282.070007,284.100006,279.459991,280.750000,277.105347,26186800
2021-07-19,278.929993,280.369995,274.450012,277.010010,273.413879,32935600
2021-07-20,278.029999,280.970001,276.260010,279.320007,275.693878,26259700
2021-07-21,278.899994,281.519989,277.290009,281.399994,277.746826,24364300
2021-07-22,283.839996,286.420013,283.420013,286.140015,282.425354,23384100
2021-07-23,287.369995,289.989990,286.500000,289.670013,285.909546,22768100
2021-07-26,289.000000,289.690002,286.640015,289.049988,285.297546,23176100
2021-07-27,289.429993,289.579987,282.950012,286.540009,282.820160,33604100
2021-07-28,288.989990,290.149994,283.829987,286.220001,282.504272,33566900
2021-07-29,286.239990,288.619995,286.079987,286.500000,282.780670,18168300
2021-07-30,285.170013,286.660004,283.910004,284.910004,281.211334,20944800
2021-08-02,286.359985,286.769989,283.739990,284.820007,281.122528,16267400
2021-08-03,285.420013,287.230011,284.000000,287.119995,283.392639,17879000
2021-08-04,286.220001,287.589996,284.649994,286.510010,282.790527,16191300
2021-08-05,286.880005,289.630005,286.100006,289.519989,285.761414,13900200
2021-08-06,288.510010,289.500000,287.619995,289.459991,285.702240,16589300
2021-08-09,289.750000,291.549988,287.809998,288.329987,284.586884,16117600
2021-08-10,288.799988,289.250000,285.200012,286.440002,282.721466,18616600
2021-08-11,287.209991,288.660004,285.859985,286.950012,283.224823,13955900
2021-08-12,286.630005,289.970001,286.339996,289.809998,286.047699,14561300
2021-08-13,289.480011,292.899994,289.299988,292.850006,289.048279,18249000
2021-08-16,293.190002,294.820007,290.019989,294.600006,290.775513,22507600
2021-08-17,292.390015,293.429993,291.079987,293.079987,289.275238,20075300
2021-08-18,292.040009,294.820007,290.269989,290.730011,287.505127,21813000
2021-08-19,288.690002,297.470001,288.640015,296.769989,293.478119,29850500
2021-08-20,299.720001,305.839996,298.059998,304.359985,300.983887,40817600
2021-08-23,303.250000,305.399994,301.850006,304.649994,301.270660,22830200
2021-08-24,305.019989,305.649994,302.000000,302.619995,299.263214,18175800
2021-08-25,304.299988,304.589996,300.420013,302.010010,298.660004,20006100
2021-08-26,300.989990,302.429993,298.950012,299.089996,295.772400,17666100
2021-08-27,298.989990,300.869995,296.829987,299.720001,296.395386,22605700
2021-08-30,301.119995,304.220001,301.059998,303.589996,300.222473,16348100
2021-08-31,304.420013,304.500000,301.500000,301.880005,298.531464,26285300
2021-09-01,302.869995,305.190002,301.489990,301.829987,298.481995,18983800
2021-09-02,302.200012,303.359985,300.179993,301.149994,297.809540,16285600
2021-09-03,300.989990,302.600006,300.260010,301.140015,297.799683,14747900
2021-09-07,301.010010,301.089996,298.200012,300.179993,296.850281,17180400
2021-09-08,299.779999,300.609985,297.470001,300.209991,296.879913,15046800
2021-09-09,300.820007,302.140015,297.000000,297.250000,293.952820,19927000
2021-09-10,298.420013,299.920013,295.380005,295.709991,292.429840,19633400
2021-09-13,297.549988,298.540009,294.079987,296.989990,293.695648,23652900
2021-09-14,299.559998,301.390015,298.100006,299.790009,296.464630,21853400
2021-09-15,303.260010,305.320007,301.820007,304.820007,301.438812,28356300
2021-09-16,303.760010,305.309998,300.760010,305.220001,301.834381,19550800
2021-09-17,304.170013,304.500000,299.529999,299.869995,296.543732,41372500
2021-09-20,296.329987,298.720001,289.519989,294.299988,291.035461,38278700
2021-09-21,295.690002,297.540009,294.070007,294.799988,291.529968,22364100
2021-09-22,296.730011,300.220001,294.510010,298.579987,295.268005,26626300
2021-09-23,298.850006,300.899994,297.529999,299.559998,296.237183,18604600
2021-09-24,298.230011,299.799988,296.929993,299.350006,296.029510,14999000
2021-09-27,296.140015,296.470001,292.940002,294.170013,290.906952,23571700
2021-09-28,289.799988,290.779999,282.750000,283.519989,280.375092,43186200
2021-09-29,285.100006,286.769989,283.010010,284.000000,280.849792,26353700
2021-09-30,285.709991,287.829987,281.619995,281.920013,278.792847,32343600
2021-10-01,282.119995,289.980011,281.290009,289.100006,285.893188,30086300
2021-10-04,287.399994,287.750000,280.250000,283.109985,279.969604,31350700
2021-10-05,284.049988,290.399994,284.049988,288.760010,285.556976,24993000
2021-10-06,285.779999,293.630005,285.510010,293.109985,289.858673,28002600
2021-10-07,295.179993,296.640015,293.920013,294.850006,291.579376,20430500
2021-10-08,296.220001,296.640015,293.760010,294.850006,291.579376,17685700
2021-10-11,292.920013,297.970001,292.750000,294.230011,290.966309,19298600
2021-10-12,295.339996,295.440002,292.350006,292.880005,289.631256,17974100
2021-10-13,294.910004,297.279999,293.489990,296.309998,293.023224,23416300
2021-10-14,299.209991,303.269989,297.829987,302.750000,299.391815,27262900
2021-10-15,302.339996,304.450012,300.519989,304.209991,300.835571,25384800
2021-10-18,303.570007,308.209991,302.690002,307.290009,303.881439,22729300
2021-10-19,308.350006,309.299988,307.220001,308.230011,304.811005,17682100
2021-10-20,309.209991,309.700012,306.109985,307.410004,304.000092,16537100
2021-10-21,307.170013,311.019989,306.359985,310.760010,307.312927,16918100
2021-10-22,310.399994,311.089996,307.799988,309.160004,305.730682,17449300
2021-10-25,309.359985,309.399994,306.459991,308.130005,304.712067,17554500
2021-10-26,311.000000,312.399994,308.600006,310.109985,306.670105,28107300
2021-10-27,316.000000,326.100006,316.000000,323.170013,319.585266,52588700
2021-10-28,324.329987,324.869995,321.359985,324.350006,320.752197,26297900
2021-10-29,324.130005,332.000000,323.899994,331.619995,327.941528,34766000
2021-11-01,331.359985,331.489990,326.369995,329.369995,325.716492,27073200
2021-11-02,330.309998,333.450012,330.000000,333.130005,329.434814,26487100
2021-11-03,333.899994,334.899994,330.649994,334.000000,330.295135,21500100
2021-11-04,332.890015,336.540009,329.510010,336.440002,332.708099,23992200
2021-11-05,338.510010,338.790009,334.420013,336.059998,332.332306,22570100
2021-11-08,337.299988,337.649994,334.440002,336.989990,333.251984,20897000
2021-11-09,337.109985,338.720001,334.529999,335.950012,332.223572,21307400
2021-11-10,334.570007,334.630005,329.920013,330.799988,327.130646,25500900
2021-11-11,331.250000,333.769989,330.510010,332.429993,328.742554,16849800
2021-11-12,333.920013,337.230011,333.790009,336.720001,332.984955,23831000
2021-11-15,337.540009,337.880005,334.029999,336.070007,332.342194,16723000
2021-11-16,335.679993,340.670013,335.510010,339.510010,335.744049,20886800
2021-11-17,338.940002,342.190002,338.000000,339.119995,335.971924,19053400
2021-11-18,338.179993,342.450012,337.119995,341.269989,338.101959,22463500
2021-11-19,342.640015,345.100006,342.200012,343.109985,339.924805,21963400
2021-11-22,344.619995,349.670013,339.549988,339.829987,336.675293,31031100
2021-11-23,337.049988,339.450012,333.559998,337.679993,334.545258,30427600
2021-11-24,336.279999,338.160004,333.910004,337.910004,334.773132,21661300
2021-11-26,334.350006,337.929993,328.119995,329.679993,326.619476,24217200
2021-11-29,334.940002,339.029999,334.739990,336.630005,333.505005,28563500
2021-11-30,335.320007,337.779999,328.989990,330.589996,327.521088,42885600
2021-12-01,335.130005,339.279999,329.390015,330.079987,327.015808,33337600
2021-12-02,330.299988,333.489990,327.799988,329.489990,326.431305,30766000
2021-12-03,331.989990,332.700012,318.029999,323.010010,320.011414,41779300
2021-12-06,323.950012,327.450012,319.230011,326.190002,323.161926,30032600
2021-12-07,331.640015,335.799988,330.100006,334.920013,331.810883,31021900
2021-12-08,335.309998,335.500000,330.799988,334.970001,331.860443,24761000
2021-12-09,334.410004,336.489990,332.119995,333.100006,330.007782,22214200
2021-12-10,334.980011,343.000000,334.790009,342.540009,339.360168,38095700
2021-12-13,340.679993,343.790009,339.079987,339.399994,336.249298,28899400
2021-12-14,333.220001,334.640015,324.109985,328.339996,325.291962,44438700
2021-12-15,328.609985,335.190002,324.500000,334.649994,331.543365,35381100
2021-12-16,335.709991,336.760010,323.019989,324.899994,321.883881,35034800
2021-12-17,320.880005,324.920013,317.250000,323.799988,320.794098,47750300
2021-12-20,320.049988,322.799988,317.570007,319.910004,316.940216,28326500
2021-12-21,323.290009,327.730011,319.799988,327.290009,324.251740,24740600
2021-12-22,328.299988,333.609985,325.750000,333.200012,330.106842,24831500
2021-12-23,332.750000,336.390015,332.730011,334.690002,331.583008,19617800
2021-12-27,335.459991,342.480011,335.429993,342.450012,339.270996,19947000
2021-12-28,343.149994,343.809998,340.320007,341.250000,338.082123,15661500
2021-12-29,341.299988,344.299988,339.679993,341.950012,338.775665,15042000
2021-12-30,341.910004,343.130005,338.820007,339.320007,336.170013,15994500
